orden,variable,etiqueta_variable,modulo,tipo_dato,usa_ml,usa_dl
474,RXANORMIS,RC-ANORECTIC STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
475,RXPROVMIS,RC-PROVIGIL PRODUCTS- PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
476,OTHRSTMMIS,RC-OTHER STIMULANT PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
477,RXZOLPMIS,RC-ZOLPIDEM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
478,RXESZOMIS,RC-ESZOPICLONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
479,OTHRSEDMIS2,RC-OTHER SEDATIVE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
480,RXBZOSMIS,RC-BENZODIAZEPINE SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
481,RXBARBMIS,RC-BARBITURATES - PAST YEAR MISUSE,RECODED DRUG USE,float64,False,True
482,ALCYDAYS,RC-# OF DAYS USED ALCOHOL IN PAST YEAR,RECODED DRUG USE,int64,False,True
483,MRJYDAYS,RC-# OF DAYS USED MARIJUANA IN PAST YEAR,RECODED DRUG USE,int64,True,True
484,COCYDAYS,RC-# OF DAYS USED COCAINE IN PAST YEAR,RECODED DRUG USE,int64,False,True
485,CRKYDAYS,RC-# OF DAYS USED CRACK IN PAST YEAR,RECODED DRUG USE,int64,False,True
486,HERYDAYS,RC-# OF DAYS USED HEROIN IN PAST YEAR,RECODED DRUG USE,int64,False,True
487,HALLNDAYYR,RC-# OF DAYS USED HALLUCINOGENS IN PAST YEAR,RECODED DRUG USE,int64,False,True
488,INHNDAYYR2,RC-# OF DAYS USED INHALANTS IN PAST YEAR,RECODED DRUG USE,int64,False,True
489,METHNDAYYR,RC-# OF DAYS USED METHAMPHETAMINE IN PAST YEAR,RECODED DRUG USE,int64,False,True
490,CIGMDAYS,RC-# OF DAYS USED CIGARETTES IN PAST MONTH,RECODED DRUG USE,int64,False,True
491,CGRMDAYS,RC-# OF DAYS USED CIGARS IN PAST MONTH,RECODED DRUG USE,int64,False,True
492,SMKLSMDAYS,RC-# OF DAYS USED SMOKELESS TOBACCO IN PAST MONTH,RECODED DRUG USE,int64,False,True
493,NICVPMDAYS,RC-# OF DAYS VAPED NICOTINE IN PAST MONTH,RECODED DRUG USE,int64,True,True
494,ALCMDAYS,RC-# OF DAYS USED ALCOHOL IN PAST MONTH,RECODED DRUG USE,int64,False,True
495,MRJMDAYS,RC-# OF DAYS USED MARIJUANA IN PAST MONTH,RECODED DRUG USE,int64,True,True
496,COCMDAYS,RC-# OF DAYS USED COCAINE IN PAST MONTH,RECODED DRUG USE,int64,False,True
497,CRKMDAYS,RC-# OF DAYS USED CRACK IN PAST MONTH,RECODED DRUG USE,int64,False,True
498,HERMDAYS,RC-# OF DAYS USED HEROIN IN PAST MONTH,RECODED DRUG USE,int64,False,True
499,HALLNDAYPM,RC-# OF DAYS USED HALLUCINOGENS IN PAST MONTH,RECODED DRUG USE,int64,False,True
500,INHNDAYPM2,RC-# OF DAYS USED INHALANTS IN PAST MONTH,RECODED DRUG USE,int64,False,True
501,METHNDAYPM,RC-# OF DAYS USED METHAMPHETAMINE IN PAST MONTH,RECODED DRUG USE,int64,False,True
502,PNRNDAYPM,RC-# OF DAYS MISUSED PAIN RELIEVERS IN PAST MONTH,RECODED DRUG USE,int64,False,True
503,TRQNDAYPM,RC-# OF DAYS MISUSED TRANQUILIZERS IN PAST MONTH,RECODED DRUG USE,int64,False,True
504,STMNDAYPM,RC-# OF DAYS MISUSED STIMULANTS IN PAST MONTH,RECODED DRUG USE,int64,False,True
505,SEDNDAYPM,RC-# OF DAYS MISUSED SEDATIVES IN PAST MONTH,RECODED DRUG USE,int64,False,True
506,BNGDRMDAYS,RC-# OF DAYS BINGE USED ALCOHOL IN PAST MONTH,RECODED DRUG USE,int64,False,True
507,CIGPDAY,RC-# OF CIGARETTES SMOKED PER DAY AMONG DAILY SMOKERS,RECODED DRUG USE,int64,False,True
508,CIG1PACK,RC-SMKED 1+ PCK OF CIGS PER DAY AMNG DLY SMKERS (1/0),RECODED DRUG USE,float64,False,True
509,CIGAVGD,RC-AVG NUMBER OF CIGARETTES SMOKED PER DAY,RECODED DRUG USE,float64,False,True
510,FUCIG18,RC-FIRST USED CIGARETTES PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
511,FUCIG21,RC-FIRST USED CIGARETTES PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
512,FUCD218,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
513,FUCD221,RC-FIRST USED CIGARETTES DAILY PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
514,FUCGR18,RC-FIRST USED CIGARS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
515,FUCGR21,RC-FIRST USED CIGARS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
516,FUSMKLSS18,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
517,FUSMKLSS21,RC-FIRST USED SMOKELESS TOBACCO PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
518,FUNICVAP18,RC-FIRST VAPED NICOTINE PRIOR TO AGE 18,RECODED DRUG USE,int64,True,True
519,FUNICVAP21,RC-FIRST VAPED NICOTINE PRIOR TO AGE 21,RECODED DRUG USE,int64,True,True
520,FUALC18,RC-FIRST USED ALCOHOL PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
521,FUALC21,RC-FIRST USED ALCOHOL PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
522,FUMJ18,RC-FIRST USED MARIJUANA PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
523,FUMJ21,RC-FIRST USED MARIJUANA PRIOR TO AGE 21,RECODED DRUG USE,int64,True,True
524,FUCOC18,RC-FIRST USED COCAINE PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
525,FUCOC21,RC-FIRST USED COCAINE PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
526,FUCRK18,RC-FIRST USED CRACK PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
527,FUCRK21,RC-FIRST USED CRACK PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
528,FUHER18,RC-FIRST USED HEROIN PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
529,FUHER21,RC-FIRST USED HEROIN PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
530,FUHALLUC18,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
531,FUHALLUC21,RC-FIRST USED HALLUCINOGENS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
532,FULSD18,RC-FIRST USED LSD PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
533,FULSD21,RC-FIRST USED LSD PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
534,FUPCP18,RC-FIRST USED PCP PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
535,FUPCP21,RC-FIRST USED PCP PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
536,FUECSTMO18,RC-FIRST USED ECSTASY PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
537,FUECSTMO21,RC-FIRST USED ECSTASY PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
538,FUINHAL182,RC-FIRST USED INHALANTS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
539,FUINHAL212,RC-FIRST USED INHALANTS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
540,FUMETHAM18,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
541,FUMETHAM21,RC-FIRST USED METHAMPHETAMINE PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
542,FUPNRNM18,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
543,FUPNRNM21,RC-FIRST MISUSED PAIN RELIEVERS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
544,FUTRQNM18,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
545,FUTRQNM21,RC-FIRST MISUSED TRANQUILIZERS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
546,FUSTMNM18,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 18,RECODED DRUG USE,int64,False,True
547,FUSTMNM21,RC-FIRST MISUSED STIMULANTS PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
548,FUSEDNM21,RC-FIRST MISUSED SEDATIVES PRIOR TO AGE 21,RECODED DRUG USE,int64,False,True
549,PNRMAINRSN,RC-MAIN REASON FOR MISUSING PAIN RELIEVERS LAST EPISODE,RECODED DRUG USE,float64,False,True
550,TRQMAINRSN,RC-MAIN REASON FOR MISUSING TRANQUILIZERS LAST EPISODE,RECODED DRUG USE,float64,False,True
551,STMMAINRSN,RC-MAIN REASON FOR MISUSING STIMULANTS LAST EPISODE,RECODED DRUG USE,float64,False,True
552,SEDMAINRSN,RC-MAIN REASON FOR MISUSING SEDATIVES LAST EPISODE,RECODED DRUG USE,float64,False,True
553,SRCPNRNM2,RC-SOURCE OF PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
554,SRCTRQNM2,RC-SOURCE OF TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
555,SRCSTMNM2,RC-SOURCE OF STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
556,SRCSEDNM2,RC-SOURCE OF SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
557,SRCFRPNRNM,RC-SOURCE OF FRIEND/RELATIVE PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
558,SRCFRTRQNM,RC-SOURCE OF FRIEND/RELATIVE TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
559,SRCFRSTMNM,RC-SOURCE OF FRIEND/RELATIVE STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
560,SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
561,SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
562,SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
563,SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
564,SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,float64,False,True
565,RXOPPRNMMON,RC-PRESCRIPTION OPIOIDS - PAST MONTH MISUSE,RECODED DRUG USE,int64,False,True
566,NOOPPRANYYR,RC-NONOPIOID PRESCRIPTION PNR - ANY PAST YEAR USE,RECODED DRUG USE,int64,False,True
567,NOOPPRNMYR,RC-NONOPIOID PRESCRIPTION PNR - PAST YEAR MISUSE,RECODED DRUG USE,int64,False,True
568,IRNPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION REV,IMPUTED SPECIAL DRUGS,int64,False,True
569,IINPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION IND,IMPUTED SPECIAL DRUGS,int64,False,True
570,IRGHBREC,GHB RECENCY - IMPUTATION REVISED,IMPUTED SPECIAL DRUGS,int64,False,True
571,ANYNDLREC,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,RECODED SPECIAL DRUGS,int64,False,True
572,CHMNDLREC,RC-MOST RECENT USE OF COC/HER/METH WITH A NEEDLE,RECODED SPECIAL DRUGS,int64,False,True
573,HERNEDEVER,RC-EVER USED A NEEDLE TO INJECT HEROIN,RECODED SPECIAL DRUGS,float64,False,True
574,COCNEDEVER,RC-EVER USED A NEEDLE TO INJECT COCAINE,RECODED SPECIAL DRUGS,float64,False,True
575,MTHNEDEVER,RC-EVER USED NEEDLE TO INJECT METHAMPHETAMINE,RECODED SPECIAL DRUGS,float64,False,True
576,HERSMOEVER,RC-EVER SMOKED HEROIN,RECODED SPECIAL DRUGS,float64,False,True
577,HERSNIEVER,RC-EVER SNIFFED HEROIN,RECODED SPECIAL DRUGS,float64,False,True
578,NPCOLDFLAG,RC-NONPRESCRIPTION COUGH OR COLD MEDS - EVER USED,RECODED SPECIAL DRUGS,int64,False,True
579,NPCOLDYR,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST YEAR USE,RECODED SPECIAL DRUGS,int64,False,True
580,NPCOLDMON,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST MONTH USE,RECODED SPECIAL DRUGS,int64,False,True
581,GHBFLAG,RC-GHB - EVER USED,RECODED SPECIAL DRUGS,int64,False,True
582,GHBYR,RC-GHB - PAST YEAR USE,RECODED SPECIAL DRUGS,int64,False,True
583,GHBMON,RC-GHB - PAST MONTH USE,RECODED SPECIAL DRUGS,int64,False,True
584,IRPYUD5ALC,ALCOHOL USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
585,IRPYUD5MRJ,MARIJUANA USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
586,IRPYUD5COC,COCAINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
587,IRPYUD5HER,HEROIN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
588,IRPYUD5HAL,HALLUCINOGEN USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
589,IRPYUD5INH,INHALANT USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
590,IRPYUD5MTH,METHAMPHETAMINE USE DISORDER IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
591,IRUD5PNRMIS,"PAIN RELIEVER USE DISORDER, PY MISUERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
592,IRUD5PNRUNM2,"PAIN RELIEVER USE DISORD, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
593,IRUD5TRQMIS,"TRANQUILIZER USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
594,IRUD5TRQUNM,"TRANQUILIZER USE DISORDER, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
595,IRUD5STMMIS,"STIMULANT USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
596,IRUD5STMUNM,"STIMULANT USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
597,IRUD5SEDMIS,"SEDATIVE USE DISORDER, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
598,IRUD5SEDUNM,"SEDATIVE USE DISORDER, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
599,IRPYSEV5ALC,ALCOHOL USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
600,IRPYSEV5MRJ,MARIJUANA USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,True,True
601,IRPYSEV5COC,COCAINE USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
602,IRPYSEV5HER,HEROIN USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
603,IRPYSEV5HAL,HALLUCINOGEN USE DISORDER SEVERITY IN THE PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
604,IRPYSEV5INH,INHALANT USE DISORDER SEVERITY IN THE PAST YEAR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
605,IRPYSEV5MTH,METHAMPHETAMINE USE DISORDER SEVERITY IN PAST YR - IMP REV,IMPUTED SUBSTANCE USE DISORDER,int64,False,True
606,IRSEVPNRMIS,"PAIN RELIEVER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
607,IRSEVPNRUNM2,"PAIN RELIEVER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
608,IRSEVTRQMIS,"TRANQUILIZER USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
609,IRSEVTRQUNM,"TRANQUILIZER USE DIS SEV, PY USERS BUT NOT MISUSERS-IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
610,IRSEVSTMMIS,"STIMULANT USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
611,IRSEVSTMUNM,"STIMULANT USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
612,IRSEVSEDMIS,"SEDATIVE USE DISORDER SEVERITY, PY MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
613,IRSEVSEDUNM,"SEDATIVE USE DIS SEV, PY USERS BUT NOT MISUSERS - IMP REV",IMPUTED SUBSTANCE USE DISORDER,int64,False,True
614,UD5TRQSDANY,RC-TRANQUILIZER OR SEDATIVE USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
615,UD5PSYANY,RC-PSYCHOTHERAPEUTIC USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
616,UD5OPIANY2,RC-OPIOID (RX OPI OR HEROIN) USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
617,UD5HROPANY,RC-HEROIN/RX OPIOID USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
618,UD5CNSANY,RC-CNS STIMULANT USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
619,UD5ILLANY,RC-DRUG USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
620,UD5IEMANY,RC-DRUG OTHER THAN MRJ USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
621,UD5ILALANY,RC-DRUG OR ALCOHOL USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
622,UD5ILAALANY,RC-DRUG AND ALCOHOL USE DISORDER - PAST YEAR USERS,RECODED SUBSTANCE USE DISORDER,int64,False,True
623,UD5ILNALANY,"RC-DRUG USE DISORDER, NO ALC USE DISORDER - PAST YEAR USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
624,UD5ALNILANY,"RC-ALC USE DISORDER, NO DRUG USE DISORDER - PAST YEAR USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
625,UDYR5OPPRANY,"RC-RX OPIOID USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
626,UDYR5PNRANY2,"RC-PAIN RELIEVER USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
627,UDYR5SEDANY,"RC-SEDATIVE USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
628,UDYR5STMANY,"RC-STIMULANT USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
629,UDYR5TRQANY,"RC-TRANQUILIZER USE DISORDER, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
630,UD5CNSGRP,"RC-CNS STM USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,int64,False,True
631,UD5OPIGRP,"RC-OPIOID USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,int64,False,True
632,UD5TRQSDGRP,"RC-TRQ/STM USE DISORDER - PY USE, MISUSE, USE/NOT MISUSE",RECODED SUBSTANCE USE DISORDER,int64,False,True
633,SEVYRPNRANY2,"RC-PAIN RELIEVER USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
634,SEVYROPPRANY,"RC-RX OPIOID USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
635,SEVYRTRQANY,"RC-TRANQUILIZER USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
636,SEVYRSTMANY,"RC-STIMULANT USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
637,SEVYRSEDANY,"RC-SEDATIVE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
638,SVYRTQSDANY,"RC-TRANQUILIZER OR SEDATIVE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
639,SVYRPSYANY,"RC-PSYCHOTHERAPUETIC USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
640,SVYROPIANY2,"RC-OPIOID (RX OPIOIDS OR HEROIN) USE DISORDER SEV, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
641,SVYRCNSANY,"RC-CNS STIMULANT USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
642,SVYRDUDANY,"RC-DRUG USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,True,True
643,SVYRSUDANY,"RC-SUBSTANCE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,int64,True,True
644,SVYRTQSDMIS,"RC-TRANQUILIZER/SEDATIVE USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
645,SVYROPIMIS,"RC-OPIOID USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
646,SVYRCNSMIS,"RC-CNS STIMULANT USE DISORDER SEVERITY, PY MISUSERS",RECODED SUBSTANCE USE DISORDER,int64,False,True
647,SVYRTQSDUNM,"RC-TRANQ/SED USE DIS SEV, PY USERS/NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,int64,False,True
648,SVYROPIUNM,"RC-OPIOID USE DIS SEV, PY RX OPIOID USERS/NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,int64,False,True
649,SVYRCNSUNM,"RC-CNS STIM USE DIS SEV, PY STM USERS/ NOT MISUSERS ONLY",RECODED SUBSTANCE USE DISORDER,int64,False,True
650,MRJYRBFR,USE MJ/CANNABIS EVEN ONCE YR BEFORE LAST,PRIOR SUBSTANCE USE,int64,True,True
651,MRJMLU,MONTH OF LAST MARIJUANA/CANNABIS USE - RECODE,PRIOR SUBSTANCE USE,int64,True,True
652,CIGMLU,MONTH OF LAST CIGARETTE USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
653,CIGDLMLU,MONTH OF LAST CIGARETTE USE EVERY DAY - RECODE,PRIOR SUBSTANCE USE,int64,False,True
654,SMKMOLAST,MONTH OF LAST SMOKELESS TOBACCO USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
655,CIGARMLU,MONTH OF LAST CIGAR/CIGARILLO USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
656,ALCMLU,MONTH OF LAST ALCOHOL USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
657,COCMLU,MONTH OF LAST COCAINE USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
658,CRKMLU,MONTH OF LAST CRACK USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
659,HERMLU,MONTH OF LAST HEROIN USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
660,HALLMOLST,MONTH OF LAST HALLUCINOGEN USE - RECODE,PRIOR SUBSTANCE USE,int64,True,True
661,LSDMLU,MONTH OF LAST LSD USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
662,PCPMLU,MONTH OF LAST PCP USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
663,ECSTMOMLU,MONTH OF LAST ECSTASY OR MOLLY USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
664,INHLMOLST,MONTH OF LAST INHALANT USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
665,METHMOLST,MONTH OF LAST METH USE - RECODE,PRIOR SUBSTANCE USE,int64,False,True
666,CIGYRBFR,SMOKE ALL OR PART OF CIGARETTE IN YR BEFORE LAST,PRIOR SUBSTANCE USE,int64,False,True
667,ALCYRBFR,HAVE ALCOHOLIC BEVERAGE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,int64,False,True
668,COCYRBFR,HAVE ANY FORM OF COCAINE IN YEAR BEFORE LAST,PRIOR SUBSTANCE USE,int64,False,True
669,RSKCIGPKD,RISK SMOKING 1 OR MORE PACKS CIGARETTES PER DAY,RISK/AVAILABILITY,int64,False,True
670,RSKMRJMON,RISK SMOKING MARIJUANA ONCE A MONTH,RISK/AVAILABILITY,int64,False,True
671,RSKMRJWK,RISK SMOKING MARIJUANA ONCE OR TWICE A WEEK,RISK/AVAILABILITY,int64,False,True
672,RSKLSDTRY,RISK TRYING LSD ONCE OR TWICE,RISK/AVAILABILITY,int64,False,True
673,RSKLSDWK,RISK USING LSD ONCE OR TWICE A WEEK,RISK/AVAILABILITY,int64,False,True
674,RSKHERTRY,RISK TRYING HEROIN ONCE OR TWICE,RISK/AVAILABILITY,int64,False,True
675,RSKHERWK,RISK USING HEROIN ONCE OR TWICE A WEEK,RISK/AVAILABILITY,int64,False,True
676,RSKCOCMON,RISK USING COCAINE ONCE A MONTH,RISK/AVAILABILITY,int64,False,True
677,RSKCOCWK,RISK USING COCAINE ONCE OR TWICE A WEEK,RISK/AVAILABILITY,int64,False,True
678,RSKBNGDLY,RISK HAVING 4 OR 5 DRINKS NEARLY EVERY DAY,RISK/AVAILABILITY,int64,False,True
679,RSKBNGWK,RISK HAVING 5 OR MORE DRINKS ONCE OR TWICE A WEEK,RISK/AVAILABILITY,int64,False,True
680,DIFGETMRJ,HOW DIFFICULT TO GET MARIJUANA,RISK/AVAILABILITY,int64,False,True
681,DIFGETLSD,HOW DIFFICULT TO GET LSD,RISK/AVAILABILITY,int64,False,True
682,DIFGETCOC,HOW DIFFICULT TO GET COCAINE,RISK/AVAILABILITY,int64,False,True
683,DIFGETCRK,"HOW DIFFICULT TO GET ""CRACK""",RISK/AVAILABILITY,int64,False,True
684,DIFGETHER,HOW DIFFICULT TO GET HEROIN,RISK/AVAILABILITY,int64,False,True
685,APPDRGMON,APPROACHED BY SOMEONE SELLING ILL DRUG PST 30 DYS,RISK/AVAILABILITY,int64,False,True
686,RSKYFQDGR,GET A REAL KICK OUT OF DOING DANGEROUS THINGS,RISK/AVAILABILITY,int64,False,True
