variable,modulo,rol_provisional,n_unicos,pct_nan,uso_provisional,motivo_uso
LVLDIFCOMM2,DEMOGRAPHICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRSEX,IMPUTED DEMOGRAPHICS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMARIT,IMPUTED DEMOGRAPHICS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMARIT,IMPUTED DEMOGRAPHICS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IREDUHIGHST2,IMPUTED DEMOGRAPHICS,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIEDUHIGHST2,IMPUTED DEMOGRAPHICS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CATAGE,RECODED DEMOGRAPHICS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CATAG2,RECODED DEMOGRAPHICS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CATAG3,RECODED DEMOGRAPHICS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CATAG6,RECODED DEMOGRAPHICS,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CATAG7,RECODED DEMOGRAPHICS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PREGAGE2,RECODED DEMOGRAPHICS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINAGE,RECODED DEMOGRAPHICS,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINDETAG,RECODED DEMOGRAPHICS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SEXAGE,RECODED DEMOGRAPHICS,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NEWRACE2,RECODED DEMOGRAPHICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SEXRACE,RECODED DEMOGRAPHICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUHIGHCAT,RECODED DEMOGRAPHICS,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HEALTH2,RECODED DEMOGRAPHICS,Predictor candidato,4,0.053,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSCHLGO,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSCHGRD2,EDUCATION,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUFULPAR,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSCKMON,EDUCATION,Predictor candidato,31,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSCKEST,EDUCATION,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSCKCOM,EDUCATION,Predictor candidato,30,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSKPMON,EDUCATION,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSKPEST,EDUCATION,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDUSKPCOM,EDUCATION,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MILTFAMLY,EDUCATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MILTSPPAR,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MILTPARNT,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MILTCHLDR,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MILTSIBLN,EDUCATION,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ENRLCOLLFT2,RECODED EDUCATION,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ENRLCOLLST2,RECODED EDUCATION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKSTATWK2,EMPLOYMENT,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKDPSTWK,EMPLOYMENT,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKHADJOB,EMPLOYMENT,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKDHRSWK2,EMPLOYMENT,Predictor candidato,66,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRK35WKUS,EMPLOYMENT,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKRSNNOT,EMPLOYMENT,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKRSNJOB,EMPLOYMENT,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKEFFORT,EMPLOYMENT,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKDPSTYR,EMPLOYMENT,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKSELFEM,EMPLOYMENT,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKNUMJOB2,EMPLOYMENT,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKNJBPYR,EMPLOYMENT,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKNJBWKS,EMPLOYMENT,Predictor candidato,57,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKLASTYR2,EMPLOYMENT,Predictor candidato,46,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKSICKMO,EMPLOYMENT,Predictor candidato,36,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
WRKSKIPMO,EMPLOYMENT,Predictor candidato,34,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRWRKSTAT,IMPUTED EMPLOYMENT,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIWRKSTAT,IMPUTED EMPLOYMENT,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2WRKSTAT,IMPUTED EMPLOYMENT,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRWRKSTAT18,IMPUTED EMPLOYMENT,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIWRKSTAT18,IMPUTED EMPLOYMENT,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
II2WRKST18,IMPUTED EMPLOYMENT,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
EDFAM18,HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NRCH17_2,HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,4,3.592,Predictor candidato,Pendiente de revisión conceptual y estadística
IRHHSIZ2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIHHSIZ2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRKI17_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIKI17_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRHH65_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIHH65_2,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PRXRETRY,PROXY INFORMATION,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PRXYDATA,PROXY INFORMATION,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MEDICARE,HEALTH INSURANCE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CAIDCHIP,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CHAMPUS,HEALTH INSURANCE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PRVHLTIN,HEALTH INSURANCE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GRPHLTIN,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLTINALC,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLTINDRG,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLTINMNT,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLTINNOS,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLCNOTYR,HEALTH INSURANCE,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLCNOTMO,HEALTH INSURANCE,Predictor candidato,16,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLCLAST,HEALTH INSURANCE,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLLOSRSN,HEALTH INSURANCE,Predictor candidato,17,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLNVCOST,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLNVOFFR,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLNVREF,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLNVNEED,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLNVSOR,HEALTH INSURANCE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMEDICR,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMEDICR,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRMCDCHP,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIMCDCHP,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRCHMPUS,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IICHMPUS,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPRVHLT,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPRVHLT,IMPUTED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IROTHHLT,IMPUTED HEALTH INSURANCE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIOTHHLT,IMPUTED HEALTH INSURANCE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLCALLFG,RECODED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
HLCALL99,RECODED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ANYHLTI2,RECODED HEALTH INSURANCE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRINSUR4,RECODED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIINSUR4,RECODED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
OTHINS,RECODED HEALTH INSURANCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CELLWRKNG,INCOME,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CELLNOTCL,INCOME,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFAMSOC,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFAMSOC,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFAMSSI,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFAMSSI,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFSTAMP,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFSTAMP,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFAMPMT,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFAMPMT,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFAMSVC,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFAMSVC,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRWELMOS,IMPUTED INCOME,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIWELMOS,IMPUTED INCOME,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPINC3,IMPUTED INCOME,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IRFAMIN3,IMPUTED INCOME,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPINC3,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIFAMIN3,IMPUTED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
GOVTPROG,RECODED INCOME,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
INCOME,RECODED INCOME,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
POVERTY3,RECODED INCOME,Predictor candidato,3,0.288,Predictor candidato,Pendiente de revisión conceptual y estadística
BOOKED,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NOBOOKY2,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKMVTHFT,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKLARCNY,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKBURGL,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKSRVIOL,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKSMASLT,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKROB,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKARSON,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKDRVINF,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKDRUNK,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKDRUG,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKSEXNR,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKFRAUD,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKOTH,SPECIAL TOPICS,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
BKOTHOF2,SPECIAL TOPICS,Predictor candidato,25,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PROBATON,SPECIAL TOPICS,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PAROLREL,SPECIAL TOPICS,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINALCO,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINMARJ,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINCOCN,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINHERN,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINHALL,SPECIAL TOPICS,Predictor candidato,8,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVININHL,SPECIAL TOPICS,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINMETH,SPECIAL TOPICS,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINALON,SPECIAL TOPICS,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
MXMJPNLT,SPECIAL TOPICS,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINALCO2,RECODED SPECIAL TOPICS,Predictor candidato,2,1.106,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINMARJ2,RECODED SPECIAL TOPICS,Predictor candidato,2,0.668,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINDRG,RECODED SPECIAL TOPICS,Predictor candidato,2,1.438,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINDROTMJ,RECODED SPECIAL TOPICS,Predictor candidato,2,1.03,Predictor candidato,Pendiente de revisión conceptual y estadística
DRVINALDRG,RECODED SPECIAL TOPICS,Predictor candidato,2,2.08,Predictor candidato,Pendiente de revisión conceptual y estadística
PAROL,RECODED SPECIAL TOPICS,Predictor candidato,2,1.355,Predictor candidato,Pendiente de revisión conceptual y estadística
PROB,RECODED SPECIAL TOPICS,Predictor candidato,2,1.349,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGEVER,NICOTINE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGTRY,NICOTINE,Predictor candidato,57,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGYFU,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGMFU,NICOTINE,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGREC,NICOTINE,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIG30USE,NICOTINE,Predictor candidato,35,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CG30EST,NICOTINE,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIG30AV,NICOTINE,Predictor candidato,12,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGMENTH30,NICOTINE,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGROLL30,NICOTINE,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGDLYMO,NICOTINE,Predictor candidato,6,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGAGE,NICOTINE,Predictor candidato,63,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGDLYFU,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGDLMFU,NICOTINE,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIG100LF,NICOTINE,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAPEVER,NICOTINE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAPAGE,NICOTINE,Predictor candidato,84,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAPYFU,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAPMFU,NICOTINE,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAPREC,NICOTINE,Predictor candidato,12,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NICVAP30N,NICOTINE,Predictor candidato,35,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSSEVR,NICOTINE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSSTRY,NICOTINE,Predictor candidato,65,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSSYFU,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSSMFU,NICOTINE,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSSREC,NICOTINE,Predictor candidato,14,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSS30N,NICOTINE,Predictor candidato,35,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
SMKLSS30E,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGAREVR,NICOTINE,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGARTRY,NICOTINE,Predictor candidato,76,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGARYFU,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGARMFU,NICOTINE,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGARREC,NICOTINE,Predictor candidato,13,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CGR30USE,NICOTINE,Predictor candidato,34,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CI30EST,NICOTINE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PIPEVER,NICOTINE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
PIPE30DY,NICOTINE,Predictor candidato,5,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGIRTBL,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGCRAVE,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGCRAGP,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGINCTL,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGAVOID,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGFNSMK,NICOTINE DEPENDENCE,Predictor candidato,7,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGFNLKE,NICOTINE DEPENDENCE,Predictor candidato,11,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGPLANE,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGRNOUT,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGREGDY,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGREGWK,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGREGNM,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGNMCHG,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGSVLHR,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGINFLU,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGNOINF,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGINCRS,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGSATIS,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGLOTMR,NICOTINE DEPENDENCE,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
CIGWAKE,NICOTINE DEPENDENCE,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
NDSSDEPND,NICOTINE DEPENDENCE,Predictor candidato,3,0.275,Predictor candidato,Pendiente de revisión conceptual y estadística
FTNDDEPND,NICOTINE DEPENDENCE,Predictor candidato,3,0.526,Predictor candidato,Pendiente de revisión conceptual y estadística
PMNICDEP,NICOTINE DEPENDENCE,Predictor candidato,3,0.529,Predictor candidato,Pendiente de revisión conceptual y estadística
IRPMNICDEP,IMPUTED NICOTINE DEPENDENCE,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
IIPMNICDEP,IMPUTED NICOTINE DEPENDENCE,Predictor candidato,3,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCEVER,ALCOHOL,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCTRY,ALCOHOL,Predictor candidato,64,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCYFU,ALCOHOL,Predictor candidato,10,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCMFU,ALCOHOL,Predictor candidato,19,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCREC,ALCOHOL,Predictor candidato,9,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALCYRTOT,ALCOHOL,Predictor candidato,186,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALTOTFG,ALCOHOL,Predictor candidato,4,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALFQFLG,ALCOHOL,Predictor candidato,2,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALBSTWAY,ALCOHOL,Predictor candidato,12,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALDAYPYR,ALCOHOL,Predictor candidato,137,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALDAYPMO,ALCOHOL,Predictor candidato,39,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
ALDAYPWK,ALCOHOL,Predictor candidato,14,0.0,Predictor candidato,Pendiente de revisión conceptual y estadística
