variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook,frecuencia_adultos,pct_adultos,presente_adultos
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 12 MONTHS,Ausencia de exposición,True,11909,20.31,11608,24.542,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,12,0.02,11,0.023,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,27,0.05,20,0.042,True
MJANYMEDYR,ANY MARIJUANA USE IN PAST 12 MONTHS RECOMMENDED BY DR,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,171,0.29,97,0.205,True
MJCMOTHMON,RC-COMBINED OTHER MARIJUANA MODES - PAST MONTH USE,RECODED DRUG USE,Recodificada,0,Did not use in the past month (All source variables = 0),Ausencia de exposición,True,57717,98.44,46416,98.133,True
MJCMOTHMON,RC-COMBINED OTHER MARIJUANA MODES - PAST MONTH USE,RECODED DRUG USE,Recodificada,1,Used within the past month (Any source variable = 1),Categoría analítica,False,916,1.56,883,1.867,True
MJCMOTHYR,RC-COMBINED OTHER MARIJUANA MODES - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,Did not use in the past year (All source variables = 0),Ausencia de exposición,True,56695,96.69,45479,96.152,True
MJCMOTHYR,RC-COMBINED OTHER MARIJUANA MODES - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,Used within the past year (Any source variable = 1),Categoría analítica,False,1938,3.31,1820,3.848,True
MJDABMON,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC-PAST MONTH USE",RECODED DRUG USE,Recodificada,0,"Did not use in the past month (IRMJMONDAB = 2,9)",Ausencia de exposición,True,56936,97.11,45739,96.702,True
MJDABMON,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC-PAST MONTH USE",RECODED DRUG USE,Recodificada,1,Used within the past month (IRMJMONDAB = 1),Categoría analítica,False,1697,2.89,1560,3.298,True
MJDABYR,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC - PAST YEAR USE",RECODED DRUG USE,Recodificada,0,"Did not use in the past year (IRMJYRDAB = 2,9)",Ausencia de exposición,True,55886,95.31,44808,94.734,True
MJDABYR,"RC-MARIJUANA DABBING WAXES, SHATTER, OR CONC - PAST YEAR USE",RECODED DRUG USE,Recodificada,1,Used within the past year (IRMJYRDAB = 1),Categoría analítica,False,2747,4.69,2491,5.266,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,52,0.09,40,0.085,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,35,0.06,29,0.061,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,269,0.46,185,0.391,True
MJDAY30A,# DAYS USED MARIJUANA/CANNABIS PAST 30 DAYS,MARIJUANA,Original u otra,RANGE,1 - 30,Rango válido,False,9751,16.63,9041,19.115,True
MJEATMON,RC-MARIJUANA EATING OR DRINKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past month (IRMJMONEAT = 2,9)",Ausencia de exposición,True,54777,93.42,43640,92.264,True
MJEATMON,RC-MARIJUANA EATING OR DRINKING - PAST MONTH USE,RECODED DRUG USE,Recodificada,1,Used within the past month (IRMJMONEAT = 1),Categoría analítica,False,3856,6.58,3659,7.736,True
MJEATYR,RC-MARIJUANA EATING OR DRINKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past year (IRMJYREAT = 2,9)",Ausencia de exposición,True,51301,87.50,40471,85.564,True
MJEATYR,RC-MARIJUANA EATING OR DRINKING - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,Used within the past year (IRMJYREAT = 1),Categoría analítica,False,7332,12.50,6828,14.436,True
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,26532,45.25,24909,52.663,True
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,2,No,Categoría analítica,False,32064,54.69,22367,47.289,True
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,25,0.04,13,0.027,True
MJEVER,EVER USED MARIJUANA/CANNABIS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02,10,0.021,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,6990,11.92,6572,13.895,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,2,No,Categoría analítica,False,12952,22.09,12575,26.586,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,4,0.01,2,0.004,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from skip pattern),Asignación lógica,True,6569,11.20,5744,12.144,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,9,0.02,8,0.017,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,8,0.01,8,0.017,True
MJEVERVAPE,EVER VAPED MARIJUANA,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,37,0.06,23,0.049,True
MJFQFLG,TRIMMED MJYRTOT IF R USED < 12 MOS,MARIJUANA,Original u otra,1,Trimmed to be consistent with mo/yr of 1st use,Categoría analítica,False,354,0.60,196,0.414,True
MJFQFLG,TRIMMED MJYRTOT IF R USED < 12 MOS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,58279,99.40,47103,99.586,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,1,January,Categoría analítica,False,145,0.25,87,0.184,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,10,October,Categoría analítica,False,148,0.25,85,0.18,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,11,November,Categoría analítica,False,108,0.18,70,0.148,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,12,December,Categoría analítica,False,101,0.17,60,0.127,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,2,February,Categoría analítica,False,102,0.17,66,0.14,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,3,March,Categoría analítica,False,132,0.23,75,0.159,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,4,April,Categoría analítica,False,116,0.20,83,0.175,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,5,May,Categoría analítica,False,100,0.17,61,0.129,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,6,June,Categoría analítica,False,154,0.26,87,0.184,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,7,July,Categoría analítica,False,127,0.22,74,0.156,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,8,August,Categoría analítica,False,113,0.19,72,0.152,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,85,BAD DATA Logically assigned,Asignación lógica,True,132,0.23,69,0.146,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,89,LEGITIMATE SKIP Logically assigned,Asignación lógica,True,105,0.18,66,0.14,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,9,September,Categoría analítica,False,122,0.21,80,0.169,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,194,0.33,117,0.247,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,53,0.09,36,0.076,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,28,0.05,15,0.032,True
MJMFU,MONTH OF FIRST MARIJUANA/CANNABIS USE - RECODE,MARIJUANA,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,24589,41.94,23729,50.168,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,1679,2.86,1543,3.262,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,8119,13.85,7534,15.928,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,2,0.00,1,0.002,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,14,0.02,8,0.017,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRDAB),Asignación lógica,True,3,0.01,3,0.006,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,6,0.01,6,0.013,True
MJMONDAB,"MRJ USE - DABBING WAXES, SHATTER, OR CONC - PAST 30 DAYS",MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,278,0.47,194,0.41,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,3786,6.46,3599,7.609,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,5978,10.20,5449,11.52,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,31,0.05,30,0.063,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,8,0.01,3,0.006,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYREAT),Asignación lógica,True,10,0.02,4,0.008,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01,6,0.013,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,10,0.021,True
MJMONEAT,MRJ USE - EATING OR DRINKING - PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,278,0.47,194,0.41,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,344,0.59,337,0.712,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,9458,16.13,8744,18.487,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,15,0.03,9,0.019,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRMOUTH),Asignación lógica,True,1,0.00,0,0.0,False
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,4,0.01,4,0.008,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,7,0.01,7,0.015,True
MJMONMOUTH,MRJ USE - DROPS/STRIPS/LOZENGES/SPRAYS IN MOUTH - PST 30 DAY,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,278,0.47,194,0.41,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,145,0.25,138,0.292,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,9653,16.46,8939,18.899,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,18,0.03,12,0.025,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRPILL),Asignación lógica,True,2,0.00,1,0.002,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,85,BAD DATA Logically Assigned,Asignación lógica,True,3,0.01,3,0.006,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,4,0.01,4,0.008,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01,5,0.011,True
MJMONPILL,MRJ USE - PILLS - PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,277,0.47,193,0.408,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,519,0.89,506,1.07,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,9276,15.82,8569,18.117,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00,1,0.002,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,17,0.03,11,0.023,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRSKIN),Asignación lógica,True,7,0.01,5,0.011,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,4,0.01,4,0.008,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,6,0.01,6,0.013,True
MJMONSKIN,MRJ USE - LOTION/CREAM/PATCH TO SKIN - PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,277,0.47,193,0.408,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,7471,12.74,6902,14.592,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,2318,3.95,2168,4.584,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,7,0.01,7,0.015,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,4,0.01,3,0.006,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRSMOKE),Asignación lógica,True,10,0.02,5,0.011,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,8,0.01,6,0.013,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,10,0.02,10,0.021,True
MJMONSMOKE,MRJ USE - SMOKING - PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,279,0.48,194,0.41,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,1,Yes,Categoría analítica,False,4234,7.22,3771,7.973,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,2,No (not entered),Categoría analítica,False,5545,9.46,5296,11.197,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,3,Yes LOGICALLY ASSIGNED,Asignación lógica,True,5,0.01,4,0.008,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,4,No (not entered) LOGICALLY ASSIGNED,Asignación lógica,True,112,0.19,77,0.163,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,5,Yes LOGICALLY ASSIGNED (from MJYRVAPE or initiation),Asignación lógica,True,19,0.03,10,0.021,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,91,NEVER USED MARIJUANA,Ausencia de exposición,True,32064,54.69,22367,47.289,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,93,DID NOT USE MARIJUANA IN THE PAST 30 DAYS,Ausencia de exposición,True,16462,28.08,15637,33.06,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,5,0.01,3,0.006,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02,9,0.019,True
MJMONVAPE,MRJ USE - VAPING - PAST 30 DAYS,MARIJUANA,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,178,0.30,125,0.264,True
MJMTHMON,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH-PAST MONTH USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past month (IRMJMONMOUTH = 2,9)",Ausencia de exposición,True,58288,99.41,46962,99.288,True
MJMTHMON,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH-PAST MONTH USE,RECODED DRUG USE,Recodificada,1,Used within the past month (IRMJMONMOUTH = 1),Categoría analítica,False,345,0.59,337,0.712,True
MJMTHYR,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past year (IRMJYRMOUTH = 2,9)",Ausencia de exposición,True,57903,98.75,46597,98.516,True
MJMTHYR,RC-MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,Used within the past year (IRMJYRMOUTH = 1),Categoría analítica,False,730,1.25,702,1.484,True
MJONLYFLAG2,RC-MARIJUANA ONLY - EVER USED,RECODED DRUG USE,Recodificada,0,Never used MJ/has used both MJ & anothr illct drug,Ausencia de exposición,True,45622,77.81,35313,74.659,True
MJONLYFLAG2,RC-MARIJUANA ONLY - EVER USED,RECODED DRUG USE,Recodificada,1,Marijuana is only (illicit) drug ever used,Categoría analítica,False,13011,22.19,11986,25.341,True
MJONLYMON2,RC-MARIJUANA ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,0,MJ not used past mnth/Used MJ & othr drug past mo,Ausencia de exposición,True,49915,85.13,39251,82.985,True
MJONLYMON2,RC-MARIJUANA ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,1,Marijuana only (illicit) drug in past month,Categoría analítica,False,8718,14.87,8048,17.015,True
MJONLYYR2,RC-MARIJUANA ONLY - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,MJ not used past yr/Used MJ & othr drug past yr,Ausencia de exposición,True,47958,81.79,37633,79.564,True
MJONLYYR2,RC-MARIJUANA ONLY - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,Marijuana is only (illicit) drug in past year,Categoría analítica,False,10675,18.21,9666,20.436,True
MJOTHYR,RC-MARIJUANA USE - SOME OTHER MODE - PAST YEAR,RECODED DRUG USE,Recodificada,0,No (See comment above),Categoría analítica,False,58510,99.79,47208,99.808,True
MJOTHYR,RC-MARIJUANA USE - SOME OTHER MODE - PAST YEAR,RECODED DRUG USE,Recodificada,1,Yes (See comment above),Categoría analítica,False,123,0.21,91,0.192,True
MJPLLMON,RC-MARIJUANA PILLS - PAST MONTH USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past month (IRMJMONPILL = 2,9)",Ausencia de exposición,True,58482,99.74,47157,99.7,True
MJPLLMON,RC-MARIJUANA PILLS - PAST MONTH USE,RECODED DRUG USE,Recodificada,1,Used within the past month (IRMJMONPILL = 1),Categoría analítica,False,151,0.26,142,0.3,True
MJPLLYR,RC-MARIJUANA PILLS - PAST YEAR USE,RECODED DRUG USE,Recodificada,0,"Did not use in the past year (IRMJYRPILL = 2,9)",Ausencia de exposición,True,58283,99.40,46978,99.321,True
MJPLLYR,RC-MARIJUANA PILLS - PAST YEAR USE,RECODED DRUG USE,Recodificada,1,Used within the past year (IRMJYRPILL = 1),Categoría analítica,False,350,0.60,321,0.679,True
