variable,etiqueta_codebook,modulo,tipo_version,codigo_doc,etiqueta_codigo,tipo_codigo_doc,codigo_especial,frecuencia_codebook,pct_codebook
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,1650,2.81
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51970,88.64
ADPSDAYS,# DYS UNABLE TO WORK/CARRY OUT DLY ACT PST 12 MOS,ADULT DEPRESSION,Original u otra,RANGE,0 - 365,Rango válido,False,4876,8.32
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,102,0.17
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,82,0.14
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,496,0.85
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,242,0.41
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,324,0.55
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,399,0.68
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,690,1.18
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,748,1.28
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,844,1.44
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,775,1.32
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,314,0.54
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,22,0.04
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,11,0.02
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80
ADPSHMGT,HOW MUCH DID FEELINGS INTERFERE WITH HOME MNGMT,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,182,0.31
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,143,0.24
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,475,0.81
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,291,0.50
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,417,0.71
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,412,0.70
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,687,1.17
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,629,1.07
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,713,1.22
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,670,1.14
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,405,0.69
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,16,0.03
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,9,0.02
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80
ADPSRELS,HOW MUCH DID FEELING INTERFERE WITH RELATIONSHIPS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,122,0.21
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,96,0.16
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,687,1.17
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,206,0.35
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,334,0.57
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,376,0.64
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,585,1.00
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,564,0.96
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,735,1.25
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,747,1.27
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,574,0.98
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,14,0.02
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,7,0.01
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1641,2.80
ADPSSOC,HOW MUCH DID FEELINGS INTERFERE WITH SOCIAL LIFE,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,0,No Interference,Categoría analítica,False,327,0.56
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,1,Mild - 1,Categoría analítica,False,196,0.33
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,10,Very Severe Interference,Categoría analítica,False,488,0.83
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,2,Mild - 2,Categoría analítica,False,369,0.63
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,3,Mild - 3,Categoría analítica,False,531,0.91
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,4,Moderate - 4,Categoría analítica,False,491,0.84
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,5,Moderate - 5,Categoría analítica,False,693,1.18
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,6,Moderate - 6,Categoría analítica,False,589,1.00
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,7,Severe - 7,Categoría analítica,False,576,0.98
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,8,Severe - 8,Categoría analítica,False,443,0.76
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,9,Severe - 9,Categoría analítica,False,307,0.52
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,25,0.04
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,14,0.02
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1639,2.80
ADPSWORK,HOW MUCH DID FEELING INTERFERE WITH ABLTY TO WORK,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,51945,88.59
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,1474,2.51
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,3,Response entered LOGICALLY ASSIGNED,Asignación lógica,True,1,0.00
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,3012,5.14
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70
ADPSYCH,PSYCHOLOGIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,1823,3.11
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,2664,4.54
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70
ADPSYMD,PSYCHIATRIST TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,390,0.67
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,3,Response entered LOGICALLY ASSIGNED,Asignación lógica,True,6,0.01
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,4091,6.98
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70
ADRELIG,RELIGIOUS ADVSR TLKED W/ABOUT FEELINGS PST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,3849,6.56
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,5443,9.28
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,8,0.01
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1575,2.69
ADRX12MO,TAKE PRES MEDS PRESCRIBED FOR MOOD PAST 12 MONTHS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,1,Not at all,Categoría analítica,False,184,0.31
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,2,A little,Categoría analítica,False,407,0.69
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,3,Some,Categoría analítica,False,976,1.66
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,4,A lot,Categoría analítica,False,1346,2.30
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,5,Extremely,Categoría analítica,False,920,1.57
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,14,0.02
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1585,2.70
ADRXHLP,HOW MUCH HAS PRESC MEDS FOR MOOD HELPED PST 12 MO,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,53189,90.72
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,3308,5.64
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,538,0.92
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,2,0.00
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,13,0.02
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1583,2.70
ADRXNOW,CURRENTLY TAKING PRESC MEDS PRESCRIBED FOR MOOD,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,53189,90.72
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,4497,7.67
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,4795,8.18
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,7,0.01
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,14,0.02
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1574,2.68
ADSEEDOC,SEE/TALK TO DR/OTH PROF ABT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47746,81.43
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,1,Response entered,Categoría analítica,False,537,0.92
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,6,Response not entered,Categoría analítica,False,3950,6.74
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,6,0.01
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,17,0.03
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70
ADSOCWRK,SOCIAL WORKER TALKED W/ABOUT FEELINGS PAST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,1,Not at all,Categoría analítica,False,470,0.80
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,2,A little,Categoría analítica,False,653,1.11
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,3,Some,Categoría analítica,False,1147,1.96
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,4,A lot,Categoría analítica,False,1325,2.26
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,5,Extremely,Categoría analítica,False,856,1.46
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,31,0.05
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,27,0.05
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1583,2.70
ADTMTHLP,HOW MUCH HAS TRMT/COUNSLG HELPED PST 12 MOS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,3034,5.17
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,1460,2.49
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,1,0.00
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,15,0.03
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1582,2.70
ADTMTNOW,CURRENTLY RCVNG PROF TREATMENT/COUNSLG FOR MOOD,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,52541,89.61
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,985,BAD DATA Logically assigned,Asignación lógica,True,8,0.01
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,994,DON'T KNOW,No respuesta o ausencia,True,175,0.30
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,997,REFUSED,No respuesta o ausencia,True,17,0.03
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,998,BLANK (NO ANSWER),No respuesta o ausencia,True,1483,2.53
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,999,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,46724,79.69
ADWRAGE,AGE WHEN WORST PERIOD OF TIME STARTED,ADULT DEPRESSION,Original u otra,RANGE,1 - 96,Rango válido,False,10226,17.44
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,7532,12.85
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,2284,3.90
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,42,0.07
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,7,0.01
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1524,2.60
ADWRCONC,WHEN PRBLMS WORST HAVE TROUBLE CONCENTRATING,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47244,80.58
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,5866,10.00
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,3931,6.70
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,62,0.11
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,5,0.01
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1525,2.60
ADWRDCSN,WHEN PRBLMS WORST UNABLE TO MAKE DECISIONS,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,47244,80.58
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,1,Yes,Categoría analítica,False,8826,15.05
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,2,No,Categoría analítica,False,1557,2.66
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,94,DON'T KNOW,No respuesta o ausencia,True,28,0.05
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,97,REFUSED,No respuesta o ausencia,True,12,0.02
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,98,BLANK (NO ANSWER),No respuesta o ausencia,True,1486,2.53
ADWRDEPR,WHEN PRBLMS WORST FELT SAD/EMPTY/DPRSD EVERY DAY,ADULT DEPRESSION,Original u otra,99,LEGITIMATE SKIP,Salto legítimo o no aplicable,True,46724,79.69
