variable,etiqueta_codebook,modulo,tipo_version,pct_valores_informativos,rol_final_eda
IIMJYRVAPE,MARIJUANA VAPING PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,27.519,Excluir de variables de entrada
IRMJYRDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST YEAR-IMP REV",RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYRDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST YEAR-IMP IND",RECENCY OF DRUG USE,Original u otra,27.973,Excluir de variables de entrada
IRMJYREAT,MARIJUANA EATING OR DRINKING PAST YEAR - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYREAT,MARIJUANA EATING OR DRINKING PAST YR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,27.69,Excluir de variables de entrada
IRMJYRMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST YR - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYRMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST YR - IMP IND,RECENCY OF DRUG USE,Original u otra,28.06,Excluir de variables de entrada
IRMJYRSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST YEAR - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYRSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST YEAR - IMP IND,RECENCY OF DRUG USE,Original u otra,28.089,Excluir de variables de entrada
IRMJYRPILL,MARIJUANA PILLS PAST YEAR - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYRPILL,MARIJUANA PILLS PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,28.127,Excluir de variables de entrada
IRMJYROTHER,MARIJUANA OTHER WAY PAST YEAR - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJYROTHER,MARIJUANA OTHER WAY PAST YEAR - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,28.119,Excluir de variables de entrada
IRMJMONSMOKE,MARIJUANA SMOKING PAST MONTH - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONSMOKE,MARIJUANA SMOKING PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,19.62,Excluir de variables de entrada
IRMJMONVAPE,MARIJUANA VAPING PAST MONTH - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONVAPE,MARIJUANA VAPING PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,19.459,Excluir de variables de entrada
IRMJMONDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST MONTH-IMP REV",RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONDAB,"MARIJUANA DABBING WAXES, SHATTER, OR CONC PAST MONTH-IMP IND",RECENCY OF DRUG USE,Original u otra,19.626,Excluir de variables de entrada
IRMJMONEAT,MARIJUANA EATING OR DRINKING PAST MONTH - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONEAT,MARIJUANA EATING OR DRINKING PAST MONTH-IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,19.573,Excluir de variables de entrada
IRMJMONMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST MONTH-IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONMOUTH,MARIJUANA DRPS/STRPS/LZNGS/SPRYS IN MOUTH PAST MONTH-IMP IND,RECENCY OF DRUG USE,Original u otra,19.633,Excluir de variables de entrada
IRMJMONSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST MONTH - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONSKIN,MARIJUANA LOTION/CREAM/PATCH TO SKIN PAST MONTH - IMP IND,RECENCY OF DRUG USE,Original u otra,19.616,Excluir de variables de entrada
IRMJMONPILL,MARIJUANA PILLS PAST MONTH - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMJMONPILL,MARIJUANA PILLS PAST MONTH - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,19.624,Excluir de variables de entrada
IRCOCRC,COCAINE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IICOCRC,COCAINE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.926,Excluir de variables de entrada
II2COCRC,COCAINE RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.926,Excluir de variables de entrada
IRCRKRC,CRACK RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IICRKRC,CRACK RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
II2CRKRC,CRACK RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRHERRC,HEROIN RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIHERRC,HEROIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
II2HERRC,HEROIN RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRHALLUCREC,HALLUCINOGEN RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIHALLUCREC,HALLUCINOGEN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.877,Excluir de variables de entrada
IRLSDRC,LSD RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IILSDRC,LSD RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
II2LSDRC,LSD RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRPCPRC,PCP RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIPCPRC,PCP RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
II2PCPRC,PCP RECENCY - DETAILED IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRPSILCYREC,PSILOCYBIN RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIPSILCYREC,PSILOCYBIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.992,Excluir de variables de entrada
IRECSTMOREC,ECSTASY RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIECSTMOREC,ECSTASY RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.996,Excluir de variables de entrada
IRKETMINREC,KETAMINE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIKETMINREC,KETAMINE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRDAMTFXREC,DMT/AMT/FOXY RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIDAMTFXREC,DMT/AMT/FOXY RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRSALVIAREC,SALVIA RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IISALVIAREC,SALVIA RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRINHALREC2,INHALANT RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIINHALREC2,INHALANT RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRMETHAMREC,METHAMPHETAMINE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIMETHAMREC,METHAMPHETAMINE USE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRPNRANYREC2,ANY PAIN RELIEVER RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIPNRANYREC2,ANY PAIN RELIEVER RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.947,Excluir de variables de entrada
IROXCNANYYR2,ANY OXYCONTIN RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIOXCNANYYR2,ANY OXYCONTIN RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.863,Excluir de variables de entrada
IRFENTANYYR2,FENTANYL PRODUCTS - ANY PAST YEAR USE - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIFENTANYYR2,FENTANYL PRODUCTS - ANY PAST YEAR USE - IMP IND,RECENCY OF DRUG USE,Original u otra,99.875,Excluir de variables de entrada
IRRXOPANYYR,PRESCRIPTION OPIOIDS - ANY PAST YEAR USE - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIRXOPANYYR,PRESCRIPTION OPIOIDS - ANY PAST YEAR USE - IMP IND,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRTRQANYREC,ANY TRANQUILIZERS RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IITRQANYREC,ANY TRANQUILIZERS RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRSTMANYREC,ANY STIMULANTS RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IISTMANYREC,ANY STIMULANTS RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRSEDANYREC,ANY SEDATIVES RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IISEDANYREC,ANY SEDATIVES RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRBZOANYYR,ANY BENZODIAZEPINES - PAST YEAR USE - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIBZOANYYR,ANY BENZODIAZEPINES - PAST YEAR USE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRPNRNMREC,PAIN RELIEVER MISUSE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIPNRNMREC,PAIN RELIEVER MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.264,Excluir de variables de entrada
IROXCNNMYR,OXYCONTIN PAST YEAR MISUSE - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIOXCNNMYR,OXYCONTIN PAST YEAR MISUSE - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.998,Excluir de variables de entrada
IRFENTNMYR,FENTANYL PRODUCTS - PAST YEAR MISUSE - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIFENTNMYR,FENTANYL PRODUCTS - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRRXOPNMYR,PRESCRIPTION OPIOIDS - PAST YEAR MISUSE - IMP REV,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIRXOPNMYR,PRESCRIPTION OPIOIDS - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRTRQNMREC,TRANQUILIZER MISUSE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IITRQNMREC,TRANQUILIZER MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.719,Excluir de variables de entrada
IRSTMNMREC,STIMULANT MISUSE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IISTMNMREC,STIMULANT MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.827,Excluir de variables de entrada
IRSEDNMREC,SEDATIVE MISUSE RECENCY - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IISEDNMREC,SEDATIVE MISUSE RECENCY - IMPUTATION INDICATOR,RECENCY OF DRUG USE,Original u otra,99.746,Excluir de variables de entrada
IRBZONMYR,ANY BENZODIAZEPINES - PAST YEAR MISUSE - IMPUTATION REVISED,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IIBZONMYR,ANY BENZODIAZEPINES - PAST YEAR MISUSE - IMP IND,RECENCY OF DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IRALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIALCFY,ALCOHOL FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,66.623,Excluir de variables de entrada
II2ALCFY,ALCOHOL FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,66.623,Excluir de variables de entrada
IRMJFY,MARIJUANA FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIMJFY,MARIJUANA FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,26.705,Excluir de variables de entrada
II2MJFY,MARIJUANA FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,26.705,Excluir de variables de entrada
IRCOCFY,COCAINE FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICOCFY,COCAINE FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,1.964,Excluir de variables de entrada
II2COCFY,COCAINE FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,1.964,Excluir de variables de entrada
IRCRKFY,CRACK FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICRKFY,CRACK FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,0.338,Excluir de variables de entrada
II2CRKFY,CRACK FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,0.338,Excluir de variables de entrada
IRHERFY,HEROIN FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIHERFY,HEROIN FREQUENCY PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,0.288,Excluir de variables de entrada
II2HERFY,HEROIN FREQ PAST YEAR - DETAILED IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,0.288,Excluir de variables de entrada
IRHALLUCYFQ,HALL FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIHALLUCYFQ,HALL FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,5.355,Excluir de variables de entrada
IRINHALYFQ2,INHALANT FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIINHALYFQ2,INHALANT FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,1.381,Excluir de variables de entrada
IRMETHAMYFQ,METH FREQUENCY PAST YEAR - IMPUTATION REVISED,PAST YEAR FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIMETHAMYFQ,METH FREQ PAST YEAR - IMPUTATION INDICATOR,PAST YEAR FREQUENCY OF USE,Original u otra,1.137,Excluir de variables de entrada
IRCIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICIGFM,CIG FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,13.823,Excluir de variables de entrada
II2CIGFM,CIG FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,13.823,Excluir de variables de entrada
IRCGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICGRFM,CIGAR FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,4.032,Excluir de variables de entrada
II2CGRFM,CIGAR FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,4.032,Excluir de variables de entrada
IRSMKLSS30N,SMOKELESS TOBACCO FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IISMKLSS30N,SMOKELESS TOBACCO FREQUENCY PST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,2.981,Excluir de variables de entrada
IRNICVAP30N,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IINICVAP30N,NICOTINE VAPING FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,14.286,Excluir de variables de entrada
IRALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIALCFM,ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,50.8,Excluir de variables de entrada
II2ALCFM,ALCOHOL FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,50.8,Excluir de variables de entrada
IRALCBNG30D,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIALCBNG30D,BINGE ALCOHOL FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,50.965,Excluir de variables de entrada
IRMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIMJFM,MARIJUANA FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,19.55,Excluir de variables de entrada
II2MJFM,MARIJUANA FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,19.55,Excluir de variables de entrada
IRCOCFM,COCAINE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICOCFM,COCAINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.776,Excluir de variables de entrada
II2COCFM,COCAINE FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.776,Excluir de variables de entrada
IRCRKFM,CRACK FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IICRKFM,CRACK FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.178,Excluir de variables de entrada
II2CRKFM,CRACK FREQUENCY PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.178,Excluir de variables de entrada
IRHERFM,HEROIN FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIHERFM,HEROIN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.175,Excluir de variables de entrada
II2HERFM,HEROIN FREQ PAST MONTH - DETAILED IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.175,Excluir de variables de entrada
IRHALLUC30N,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIHALLUC30N,HALLUCINOGEN FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,1.871,Excluir de variables de entrada
IRINHAL30N2,INHALANT FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIINHAL30N2,INHALANT FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.712,Excluir de variables de entrada
IRMETHAM30N,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIMETHAM30N,METHAMPHETAMINE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.772,Excluir de variables de entrada
IRPNRNM30FQ,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IIPNRNM30FQ,PAIN RELIEVERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,1.201,Excluir de variables de entrada
IRTRQNM30FQ,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IITRQNM30FQ,TRANQUILIZERS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.808,Excluir de variables de entrada
IRSTMNM30FQ,STIMULANTS MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IISTMNM30FQ,STIMULANTS MISUSE FREQ PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.954,Excluir de variables de entrada
IRSEDNM30FQ,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION REVISED,PAST MONTH FREQUENCY OF USE,Original u otra,100.0,Excluir de variables de entrada
IISEDNM30FQ,SEDATIVES MISUSE FREQUENCY PAST MONTH - IMPUTATION INDICATOR,PAST MONTH FREQUENCY OF USE,Original u otra,0.63,Excluir de variables de entrada
IRCIGAGE,CIGARETTE AGE OF FIRST USE - IMPUTATION REVISED,AGE/DATE OF FIRST DRUG USE,Original u otra,100.0,Excluir de variables de entrada
IICIGAGE,CIGARETTE AGE OF FIRST USE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,51.187,Excluir de variables de entrada
